slot,hour,price,base_forecast_kw,base_actual_kw,transformer_capacity_kw,available_ev_capacity_kw,uncontrolled_capped_ev_load_kw,greedy_deadline_price_ev_load_kw,offline_centralized_lp_ev_load_kw,dual_decomposition_ev_load_kw,offline_admm_ev_load_kw,online_lyapunov_admm_ev_load_kw
0,0.0,0.4089258085048858,30.00000061925505,29.97571827422046,171.93765439706493,138.63765374065457,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5,0.46268449153798263,30.10266321047052,25.723173351446995,171.93765439706493,138.5288313939662,17.6,17.6,0.0,0.0,6.369871913400117,17.599994512570227
2,1.0,0.44859503003680234,30.40889385576631,36.13364649799129,171.93765439706493,138.20422690995264,17.6,17.6,11.0,11.0,9.187764213636196,17.599991424276222
3,1.5,0.460531613393173,30.913454581803283,35.81283782893079,171.93765439706493,137.66939254035344,24.799999999999997,24.799999999999997,6.203799120874495,6.2037991208745025,11.015484967838352,24.79991215069194
4,2.0,0.42623412233934327,31.607715984434424,30.033170909704662,171.93765439706493,136.93347545356443,20.927554103995792,20.927554103995792,24.799999999999997,24.799999999999997,20.859945753128038,20.92757229955869
5,2.5,0.43589584037414697,32.47980711009322,35.14131013445873,171.93765439706493,136.0090588603661,18.2,18.2,24.799999999999997,24.799999999999997,18.406216873545947,18.19997646383235
6,3.0,0.4303014603525988,33.51482297205025,34.8443127628805,171.93765439706493,134.91194204669168,10.523799120874497,10.523799120874497,24.799999999999997,24.799999999999997,20.04647815047695,10.523840404205409
7,3.5,0.438818509176484,34.69508799991182,25.334088270467973,171.93765439706493,133.6608611171584,2.8799999999999986,2.8799999999999986,20.927554103995796,20.927554103995796,17.529416232845037,2.8800659697354467
8,4.0,0.47605052112666085,36.00047408514821,36.916937947323035,171.93765439706493,132.27715186680786,0.0,0.0,0.0,0.0,3.845268998952647,0.0
9,4.5,0.4681793204997483,37.408772997167276,37.179068471985275,171.93765439706493,130.78435502006764,6.6,6.6,6.6,6.6,11.870906121047003,6.599997865300793
10,5.0,0.521244635708049,38.896125006931236,39.21516099215251,171.93765439706493,129.2077618897178,13.2,13.2,13.2,13.2,13.2,13.199937472632207
11,5.5,0.5537982132425858,40.43750868782824,36.20942797251452,171.93765439706493,127.57389518796698,13.2,13.2,13.2,13.2,13.2,13.199994825097363
12,6.0,0.6355067628446415,42.00730096597073,40.924407850547574,171.93765439706493,125.90991537313596,13.2,7.417137603831161,13.2,13.2,10.569458485563121,13.199991629463899
13,6.5,0.5918988297282997,43.57992104663645,42.84642273151871,171.93765439706493,124.2429380876303,13.2,7.417137603831161,13.2,13.2,13.2,13.199989245614141
14,7.0,0.6865662877972031,45.13057567782443,50.12987956258008,171.93765439706493,122.59924417857104,20.4,11.944161568272353,5.562143786647151,5.562143786647151,4.8838513222227755,20.3998568615075
15,7.5,0.6885463206628357,46.63612428312431,48.07354779083295,171.93765439706493,121.00336265695317,17.92054872368738,11.944161568272353,0.0,0.0,4.487844749096295,17.920540440121272
16,8.0,0.7001353612155393,48.07607781242106,48.05172142326065,171.93765439706493,119.4770119158986,13.8,11.944161568272353,0.0,0.0,2.170036638555507,13.800012834776043
17,8.5,0.6552266310317532,49.433731000670534,56.262147492626454,171.93765439706493,118.03789953635416,25.362143786647145,19.199515565745287,13.616287424302644,13.61628742430262,17.384362596308378,25.362173816294202
18,9.0,0.6544848880777898,50.697400342677845,48.175550852952135,171.93765439706493,116.69841003382642,34.199999999999996,31.337166680649837,20.4,20.4,22.77963382094276,34.19996449927415
19,9.5,0.6483816216100315,51.86169699878106,50.06576055305258,171.93765439706493,115.464255578357,47.16788939145081,40.26664945791457,35.93835010333657,35.93835010333657,26.441593701597547,47.16759323306659
20,10.0,0.5882755788876607,52.92870565685288,44.43406366509764,171.93765439706493,114.33322640080088,49.800000000000004,43.898568435091185,34.488,34.48800000000001,38.216328028858484,49.79999598865003
21,10.5,0.5566031420553642,53.9088728640776,61.33785528815807,171.93765439706493,113.29424916114267,64.2,50.17721733327168,43.7258910936024,43.72589109360241,45.36696164659972,64.19970104944355
22,11.0,0.5202891531680919,54.821344056924225,59.439802401736785,171.93765439706493,112.32702969672525,60.16749407027255,75.5592988567548,56.400000000000006,56.400000000000006,62.174541683525376,60.16733086749815
23,11.5,0.5407811934164085,55.69344701401885,60.13246476000159,171.93765439706493,111.40260056220494,60.20341351679805,80.35818686448162,49.800000000000004,49.800000000000004,47.008876332306194,60.20328026364072
24,12.0,0.5077940028780722,56.55902514996932,59.83230746296179,171.93765439706493,110.48508773809745,50.064,55.41046940448367,77.4,77.4,60.76382908442118,50.06395705471111
25,12.5,0.4613417364688941,57.45540109902627,58.00034185760413,171.93765439706493,109.5349292320971,43.56266281989997,44.426662819899974,70.80000000000001,70.80000000000001,70.80000000000001,43.562784948924374
26,13.0,0.5178702665478825,58.4189153844939,59.497466599530604,171.93765439706493,108.5136040895014,32.60395432033823,43.278326501181084,43.278326501181084,43.278326501181084,52.88425348792639,32.60468599452931
27,13.5,0.5147953882792222,59.47923530518867,58.20187586292966,171.93765439706493,107.38966497356495,11.288,22.561284797141067,64.93110772002427,64.93110772002427,54.463136383846184,11.288290528340902
28,14.0,0.5208594639203571,60.65293921829766,59.606600724941636,171.93765439706493,106.1455388256694,10.73980651489222,10.73980651489222,25.13980651489222,25.13980651489222,34.28520518221649,10.739832716457089
29,14.5,0.635361794518977,61.937197289743494,62.220457518049436,171.93765439706493,104.78422526993683,0.0,0.0,0.0,0.0,0.0,0.0
30,15.0,0.7352773391627698,63.30461550384376,71.31470692740396,171.93765439706493,103.33476196299054,14.4,4.675641979600277,14.4,14.4,14.4,14.39999259224868
31,15.5,0.7610241045983146,64.7004019066441,67.69112759425477,171.93765439706493,101.85522837602218,32.0,13.503638705587889,32.0,32.0,32.0,31.99989902773551
32,16.0,0.7898928621068477,66.04288429510547,65.72354158718498,171.93765439706493,100.43219704425314,74.4,35.0217693829789,74.4,74.4,74.4,72.9444943498608
33,16.5,0.8526466841118747,67.2280279610894,64.0218567873658,171.93765439706493,99.17594475831018,87.084197924112,40.98327030338246,87.084197924112,79.66043275226782,87.084197924112,74.39999940096891
34,17.0,0.9547451335309749,68.13800028839286,64.58945093017229,171.93765439706493,98.2113740913685,98.21137409136848,51.46759300323272,98.2113740913685,67.1194138567382,49.78701054821712,77.49534224106615
35,17.5,0.969959466750794,68.65309969443253,77.65899722595876,171.93765439706493,97.66536872096646,97.66536872096644,58.70569710109406,26.555627556969036,56.35858827901886,37.778454191346746,76.33485416557389
36,18.0,0.9925004349650817,68.66565439706494,71.51320627257192,171.93765439706493,97.6520607361761,97.65206073617608,60.40680458368107,2.6400000000000023,5.9803840461692035,13.26042869165998,73.90822399014976
37,18.5,0.9986634654861386,68.09396651815139,68.47127948297066,171.93765439706493,98.25804988782446,86.38310501076197,60.31676247364985,0.0,6.6,9.388736233292517,72.72659198364192
38,19.0,0.9922604127639569,66.89417145876976,64.98544584524805,171.93765439706493,99.52983265076898,85.18202948473228,72.71588932428669,3.497536789656618,14.616563765480961,14.192521447198255,73.12119066870288
39,19.5,0.9861537191614347,65.06807963641094,59.07466097604636,171.93765439706493,101.46548998246934,83.97200411714294,87.38380665479954,17.576576448356906,41.2540394509538,24.068988285395676,74.6159154314141
40,20.0,0.9402930536011742,62.66565439706494,62.31396666568862,171.93765439706493,104.0120607361761,88.58291383853978,100.23842362501708,104.0120607361761,60.26436368015408,104.01206073617607,77.98752175066639
41,20.5,0.881553203394832,59.781648239687264,64.22585832930102,171.93765439706493,107.06910726299644,92.60000000000001,107.06910726299644,107.06910726299644,107.06910726299648,107.06910726299644,88.75139215899723
42,21.0,0.7931219544706033,56.54689037292404,54.62627886281527,171.93765439706493,110.49795060176545,87.97098388229982,110.49795060176545,110.49795060176545,110.49795060176545,110.49795060176544,89.43583993933075
43,21.5,0.7725813618988051,53.11558668921349,52.050515427701825,171.93765439706493,114.13513250649864,75.02467569775301,104.4461735138881,114.13513250649865,114.13513250649865,114.13513250649862,93.02984071612362
44,22.0,0.6847021720245938,49.6505794496922,48.6605589048998,171.93765439706493,117.8080401803912,75.71502106750292,111.01208812881443,117.8080401803912,117.80804018039119,117.8080401803912,97.61496199165035
45,22.5,0.6755924256263155,46.30871036840401,46.77761235113939,171.93765439706493,121.35042140655668,57.977551230351544,102.16913302910841,121.35042140655669,121.35042140655669,121.3504214065567,99.84116680157929
46,23.0,0.5694026737297994,43.228224214136375,36.70692600949955,171.93765439706493,124.61573673008036,37.683126148854754,84.17023709540845,124.61573673008036,124.61573673008037,124.61573673008034,84.4286649939684
47,23.5,0.5582275135312361,40.519618869762944,39.59422625156356,171.93765439706493,127.4868583951162,10.303999999999997,78.55663386075229,127.4868583951162,127.48685839511619,127.48685839511619,10.304728426365498
